app_id,status,reason,approved,rate
500320,Approved,Meets Policy,914000,18.17
500321,Rejected,High Risk,0,0.0
500322,Rejected,High Risk,0,0.0
500323,Rejected,High Risk,0,0.0
500324,Rejected,High Risk,0,0.0
500325,Approved,Meets Policy,175000,17.29
500326,Rejected,High Risk,0,0.0
500327,Rejected,Low Income,0,0.0
500328,Manual Review,Policy Review,0,0.0
500329,Rejected,Policy Review,0,0.0
500330,Approved,Meets Policy,4911000,10.17
500331,Rejected,Policy Review,0,0.0
500332,Rejected,High Risk,0,0.0
500333,Rejected,Policy Review,0,0.0
500334,Rejected,High Risk,0,0.0
500335,Approved,Meets Policy,428000,10.93
500336,Rejected,Policy Review,0,0.0
500337,Approved,Meets Policy,1562000,17.29
500338,Rejected,Verification Failed,0,0.0
500339,Rejected,High Risk,0,0.0
500340,Manual Review,High Risk,0,0.0
500341,Rejected,Low Income,0,0.0
500342,Rejected,High Risk,0,0.0
500343,Rejected,Low Credit Score,0,0.0
500344,Rejected,Verification Failed,0,0.0
500345,Rejected,Policy Review,0,0.0
500346,Rejected,High Risk,0,0.0
500347,Rejected,High Risk,0,0.0
500348,Rejected,High Risk,0,0.0
500349,Rejected,High Risk,0,0.0
500350,Rejected,Low Credit Score,0,0.0
500351,Rejected,High Risk,0,0.0
500352,Rejected,High Risk,0,0.0
500353,Rejected,High Risk,0,0.0
500354,Rejected,High Risk,0,0.0
500355,Rejected,High Risk,0,0.0
500356,Rejected,Verification Failed,0,0.0
500357,Rejected,Policy Review,0,0.0
500358,Rejected,Low Credit Score,0,0.0
500359,Rejected,High Risk,0,0.0
500360,Rejected,Policy Review,0,0.0
500361,Rejected,Low Credit Score,0,0.0
500362,Manual Review,High Risk,0,0.0
500363,Rejected,Low Credit Score,0,0.0
500364,Rejected,High Risk,0,0.0
500365,Rejected,High Risk,0,0.0
500366,Manual Review,High Risk,0,0.0
500367,Rejected,High Risk,0,0.0
500368,Rejected,Policy Review,0,0.0
500369,Rejected,Verification Failed,0,0.0
500370,Rejected,Low Credit Score,0,0.0
500371,Rejected,High Risk,0,0.0
500372,Approved,Meets Policy,130000,13.36
500373,Rejected,Policy Review,0,0.0
500374,Rejected,High Risk,0,0.0
500375,Rejected,High Risk,0,0.0
500376,Rejected,Low Income,0,0.0
500377,Rejected,High Risk,0,0.0
500378,Rejected,High Risk,0,0.0
500379,Rejected,Policy Review,0,0.0
500380,Approved,Meets Policy,470000,13.77
500381,Rejected,High Risk,0,0.0
500382,Approved,Meets Policy,863000,10.16
500383,Rejected,High Risk,0,0.0
500384,Rejected,High Risk,0,0.0
500385,Rejected,Policy Review,0,0.0
500386,Approved,Meets Policy,3711000,12.65
500387,Rejected,Verification Failed,0,0.0
500388,Rejected,High Risk,0,0.0
500389,Rejected,Policy Review,0,0.0
500390,Rejected,High Risk,0,0.0
500391,Rejected,Low Credit Score,0,0.0
500392,Rejected,High Risk,0,0.0
500393,Rejected,Low Credit Score,0,0.0
500394,Rejected,Verification Failed,0,0.0
500395,Rejected,Low Credit Score,0,0.0
500396,Approved,Meets Policy,2140000,16.93
500397,Rejected,Low Credit Score,0,0.0
500398,Rejected,Verification Failed,0,0.0
500399,Rejected,Low Credit Score,0,0.0
500400,Manual Review,Policy Review,0,0.0
500401,Rejected,Verification Failed,0,0.0
500402,Rejected,High Risk,0,0.0
500403,Rejected,High Risk,0,0.0
500404,Rejected,Low Credit Score,0,0.0
500405,Approved,Meets Policy,215000,10.58
500406,Rejected,High Risk,0,0.0
500407,Rejected,High Risk,0,0.0
500408,Rejected,High Risk,0,0.0
500409,Approved,Meets Policy,115000,17.62
500410,Rejected,High Risk,0,0.0
500411,Rejected,High Risk,0,0.0
500412,Rejected,High Risk,0,0.0
500413,Rejected,Policy Review,0,0.0
500414,Approved,Meets Policy,751000,9.79
500415,Rejected,High Risk,0,0.0
500416,Rejected,High Risk,0,0.0
500417,Approved,Meets Policy,311000,11.54
500418,Rejected,High Risk,0,0.0
500419,Rejected,High Risk,0,0.0
500420,Rejected,High Risk,0,0.0
500421,Rejected,High Risk,0,0.0
500422,Manual Review,High Risk,0,0.0
500423,Approved,Meets Policy,3854000,17.54
500424,Rejected,High Risk,0,0.0
500425,Rejected,High Risk,0,0.0
500426,Rejected,High Risk,0,0.0
500427,Rejected,High Risk,0,0.0
500428,Approved,Meets Policy,1216000,9.0
500429,Manual Review,High Risk,0,0.0
500430,Rejected,High Risk,0,0.0
500431,Manual Review,Policy Review,0,0.0
500432,Rejected,High Risk,0,0.0
500433,Rejected,Low Credit Score,0,0.0
500434,Rejected,Low Credit Score,0,0.0
500435,Rejected,Policy Review,0,0.0
500436,Rejected,Low Credit Score,0,0.0
500437,Rejected,Low Credit Score,0,0.0
500438,Rejected,High Risk,0,0.0
500439,Rejected,High Risk,0,0.0
500440,Rejected,High Risk,0,0.0
500441,Rejected,High Risk,0,0.0
500442,Approved,Meets Policy,464000,11.25
500443,Rejected,Verification Failed,0,0.0
500444,Rejected,High Risk,0,0.0
500445,Rejected,High Risk,0,0.0
500446,Rejected,Low Credit Score,0,0.0
500447,Approved,Meets Policy,2476000,13.7
500448,Rejected,Policy Review,0,0.0
500449,Rejected,Low Income,0,0.0
500450,Rejected,High Risk,0,0.0
500451,Rejected,High Risk,0,0.0
500452,Approved,Meets Policy,303000,14.24
500453,Rejected,High Risk,0,0.0
500454,Rejected,Low Credit Score,0,0.0
500455,Rejected,High Risk,0,0.0
500456,Rejected,High Risk,0,0.0
500457,Rejected,High Risk,0,0.0
500458,Manual Review,High Risk,0,0.0
500459,Rejected,Policy Review,0,0.0
500460,Rejected,Verification Failed,0,0.0
500461,Rejected,High Risk,0,0.0
500462,Rejected,Policy Review,0,0.0
500463,Approved,Meets Policy,2038000,8.64
500464,Approved,Meets Policy,270000,15.36
500465,Rejected,High Risk,0,0.0
500466,Rejected,High Risk,0,0.0
500467,Rejected,Low Credit Score,0,0.0
500468,Rejected,High Risk,0,0.0
500469,Rejected,High Risk,0,0.0
500470,Rejected,Low Credit Score,0,0.0
500471,Rejected,High Risk,0,0.0
500472,Rejected,High Risk,0,0.0
500473,Rejected,High Risk,0,0.0
500474,Rejected,High Risk,0,0.0
500475,Rejected,Low Credit Score,0,0.0
500476,Rejected,High Risk,0,0.0
500477,Rejected,High Risk,0,0.0
500478,Approved,Meets Policy,1015000,17.86
500479,Rejected,High Risk,0,0.0
500480,Manual Review,Policy Review,0,0.0
500481,Rejected,Low Credit Score,0,0.0
500482,Rejected,High Risk,0,0.0
500483,Rejected,High Risk,0,0.0
500484,Rejected,Policy Review,0,0.0
500485,Rejected,Low Credit Score,0,0.0
500486,Rejected,Policy Review,0,0.0
500487,Rejected,High Risk,0,0.0
500488,Rejected,High Risk,0,0.0
500489,Rejected,High Risk,0,0.0
500490,Approved,Meets Policy,701000,13.33
500491,Rejected,High Risk,0,0.0
500492,Rejected,High Risk,0,0.0
500493,Rejected,High Risk,0,0.0
500494,Rejected,Policy Review,0,0.0
500495,Rejected,Verification Failed,0,0.0
500496,Rejected,High Risk,0,0.0
500497,Rejected,Policy Review,0,0.0
500498,Rejected,High Risk,0,0.0
500499,Rejected,High Risk,0,0.0
500500,Rejected,Policy Review,0,0.0
500501,Approved,Meets Policy,1162000,11.44
500502,Approved,Meets Policy,1433000,9.97
500503,Rejected,High Risk,0,0.0
500504,Rejected,High Risk,0,0.0
500505,Rejected,High Risk,0,0.0
500506,Approved,Meets Policy,1768000,8.72
500507,Approved,Meets Policy,849000,17.11
500508,Rejected,Policy Review,0,0.0
500509,Rejected,Policy Review,0,0.0
500510,Rejected,Policy Review,0,0.0
500511,Rejected,High Risk,0,0.0
500512,Rejected,High Risk,0,0.0
500513,Rejected,Low Income,0,0.0
500514,Rejected,High Risk,0,0.0
500515,Rejected,Policy Review,0,0.0
500516,Rejected,Low Credit Score,0,0.0
500517,Rejected,High Risk,0,0.0
500518,Approved,Meets Policy,3353000,15.43
500519,Rejected,Policy Review,0,0.0
500520,Rejected,High Risk,0,0.0
500521,Rejected,Policy Review,0,0.0
500522,Manual Review,Low Credit Score,0,0.0
500523,Approved,Meets Policy,324000,14.79
500524,Rejected,High Risk,0,0.0
500525,Rejected,High Risk,0,0.0
500526,Rejected,High Risk,0,0.0
500527,Approved,Meets Policy,1825000,9.62
500528,Approved,Meets Policy,381000,8.69
500529,Rejected,High Risk,0,0.0
500530,Approved,Meets Policy,675000,9.83
500531,Rejected,Policy Review,0,0.0
500532,Rejected,High Risk,0,0.0
500533,Rejected,High Risk,0,0.0
500534,Rejected,High Risk,0,0.0
500535,Rejected,High Risk,0,0.0
500536,Approved,Meets Policy,930000,12.8
500537,Rejected,High Risk,0,0.0
500538,Approved,Meets Policy,1934000,14.6
500539,Rejected,High Risk,0,0.0
500540,Approved,Meets Policy,511000,13.17
500541,Approved,Meets Policy,1826000,9.6
500542,Rejected,High Risk,0,0.0
500543,Rejected,High Risk,0,0.0
500544,Rejected,High Risk,0,0.0
500545,Rejected,High Risk,0,0.0
500546,Rejected,Low Credit Score,0,0.0
500547,Rejected,Policy Review,0,0.0
500548,Rejected,High Risk,0,0.0
500549,Rejected,High Risk,0,0.0
500550,Rejected,High Risk,0,0.0
500551,Approved,Meets Policy,522000,9.35
500552,Rejected,High Risk,0,0.0
500553,Rejected,High Risk,0,0.0
500554,Rejected,Low Credit Score,0,0.0
500555,Rejected,Policy Review,0,0.0
500556,Rejected,High Risk,0,0.0
500557,Manual Review,Policy Review,0,0.0
500558,Approved,Meets Policy,2853000,8.73
500559,Rejected,High Risk,0,0.0
500560,Rejected,Low Credit Score,0,0.0
500561,Rejected,High Risk,0,0.0
500562,Rejected,High Risk,0,0.0
500563,Rejected,Low Credit Score,0,0.0
500564,Rejected,High Risk,0,0.0
500565,Rejected,High Risk,0,0.0
500566,Rejected,Low Credit Score,0,0.0
500567,Rejected,Low Credit Score,0,0.0
500568,Rejected,High Risk,0,0.0
500569,Rejected,High Risk,0,0.0
500570,Rejected,Low Credit Score,0,0.0
500571,Rejected,High Risk,0,0.0
500572,Rejected,High Risk,0,0.0
500573,Approved,Meets Policy,564000,13.69
500574,Rejected,High Risk,0,0.0
500575,Rejected,High Risk,0,0.0
500576,Rejected,High Risk,0,0.0
500577,Approved,Meets Policy,2042000,15.1
500578,Rejected,Policy Review,0,0.0
500579,Rejected,Low Income,0,0.0
500580,Rejected,Policy Review,0,0.0
500581,Manual Review,High Risk,0,0.0
500582,Rejected,High Risk,0,0.0
500583,Rejected,Low Credit Score,0,0.0
500584,Rejected,High Risk,0,0.0
500585,Rejected,High Risk,0,0.0
500586,Approved,Meets Policy,451000,12.0
500587,Rejected,High Risk,0,0.0
500588,Rejected,High Risk,0,0.0
500589,Rejected,High Risk,0,0.0
500590,Rejected,High Risk,0,0.0
500591,Rejected,High Risk,0,0.0
500592,Rejected,High Risk,0,0.0
500593,Rejected,Low Credit Score,0,0.0
500594,Rejected,Low Credit Score,0,0.0
500595,Rejected,Policy Review,0,0.0
500596,Rejected,High Risk,0,0.0
500597,Rejected,High Risk,0,0.0
500598,Rejected,High Risk,0,0.0
500599,Rejected,High Risk,0,0.0
500600,Rejected,High Risk,0,0.0
500601,Rejected,High Risk,0,0.0
500602,Rejected,Low Credit Score,0,0.0
500603,Rejected,High Risk,0,0.0
500604,Rejected,High Risk,0,0.0
500605,Approved,Meets Policy,1551000,16.49
500606,Rejected,High Risk,0,0.0
500607,Rejected,Low Credit Score,0,0.0
500608,Rejected,High Risk,0,0.0
500609,Rejected,High Risk,0,0.0
500610,Rejected,High Risk,0,0.0
500611,Rejected,Low Credit Score,0,0.0
500612,Rejected,High Risk,0,0.0
500613,Rejected,High Risk,0,0.0
500614,Rejected,Policy Review,0,0.0
500615,Manual Review,High Risk,0,0.0
500616,Rejected,High Risk,0,0.0
500617,Rejected,Low Credit Score,0,0.0
500618,Rejected,High Risk,0,0.0
500619,Rejected,Verification Failed,0,0.0
500620,Rejected,High Risk,0,0.0
500621,Rejected,Policy Review,0,0.0
500622,Rejected,High Risk,0,0.0
500623,Approved,Meets Policy,710000,13.11
500624,Approved,Meets Policy,974000,16.44
500625,Rejected,Policy Review,0,0.0
500626,Rejected,Low Credit Score,0,0.0
500627,Rejected,High Risk,0,0.0
500628,Rejected,High Risk,0,0.0
500629,Approved,Meets Policy,892000,11.61
500630,Rejected,High Risk,0,0.0
500631,Rejected,High Risk,0,0.0
500632,Rejected,High Risk,0,0.0
500633,Approved,Meets Policy,570000,17.46
500634,Rejected,High Risk,0,0.0
500635,Rejected,Low Credit Score,0,0.0
500636,Rejected,High Risk,0,0.0
500637,Rejected,Verification Failed,0,0.0
500638,Rejected,Low Credit Score,0,0.0
500639,Approved,Meets Policy,533000,9.62
500640,Rejected,High Risk,0,0.0
500641,Rejected,High Risk,0,0.0
500642,Rejected,High Risk,0,0.0
500643,Approved,Meets Policy,466000,17.72
500644,Rejected,High Risk,0,0.0
500645,Rejected,High Risk,0,0.0
500646,Approved,Meets Policy,427000,15.79
500647,Rejected,Low Credit Score,0,0.0
500648,Approved,Meets Policy,340000,11.92
500649,Rejected,High Risk,0,0.0
500650,Rejected,High Risk,0,0.0
500651,Rejected,High Risk,0,0.0
500652,Rejected,High Risk,0,0.0
500653,Rejected,High Risk,0,0.0
500654,Manual Review,High Risk,0,0.0
500655,Approved,Meets Policy,170000,9.89
500656,Rejected,High Risk,0,0.0
500657,Rejected,High Risk,0,0.0
500658,Rejected,Verification Failed,0,0.0
500659,Rejected,High Risk,0,0.0
500660,Rejected,Policy Review,0,0.0
500661,Rejected,High Risk,0,0.0
500662,Rejected,High Risk,0,0.0
500663,Rejected,Low Income,0,0.0
500664,Approved,Meets Policy,321000,17.29
500665,Rejected,High Risk,0,0.0
500666,Manual Review,Policy Review,0,0.0
500667,Rejected,High Risk,0,0.0
500668,Rejected,High Risk,0,0.0
500669,Rejected,Policy Review,0,0.0
500670,Rejected,High Risk,0,0.0
500671,Rejected,High Risk,0,0.0
500672,Rejected,Policy Review,0,0.0
500673,Rejected,High Risk,0,0.0
500674,Rejected,High Risk,0,0.0
500675,Rejected,Policy Review,0,0.0
500676,Rejected,High Risk,0,0.0
500677,Manual Review,Verification Failed,0,0.0
500678,Rejected,High Risk,0,0.0
500679,Approved,Meets Policy,274000,11.92
500680,Rejected,High Risk,0,0.0
500681,Rejected,Low Credit Score,0,0.0
500682,Approved,Meets Policy,1838000,10.92
500683,Rejected,High Risk,0,0.0
500684,Approved,Meets Policy,1290000,16.14
500685,Rejected,Low Credit Score,0,0.0
500686,Rejected,Low Income,0,0.0
500687,Rejected,Policy Review,0,0.0
500688,Rejected,High Risk,0,0.0
500689,Rejected,High Risk,0,0.0
500690,Rejected,High Risk,0,0.0
500691,Rejected,High Risk,0,0.0
500692,Rejected,High Risk,0,0.0
500693,Rejected,High Risk,0,0.0
500694,Rejected,High Risk,0,0.0
500695,Rejected,High Risk,0,0.0
500696,Rejected,High Risk,0,0.0
500697,Approved,Meets Policy,2448000,8.95
500698,Rejected,Policy Review,0,0.0
