app_id,id,type,amount,tenure,channel
500217,128450,Business,2420000,36,Website
500218,102508,Home,2099000,36,Website
500219,134675,Home,698000,12,Website
500220,139515,Auto,943000,84,Mobile App
500221,108445,Auto,560000,48,Branch
500222,119398,Education,277000,60,Mobile App
500223,110484,Auto,439000,120,Website
500224,107838,Personal,558000,60,Partner
500225,133839,Home,4492000,60,Website
500226,109679,Auto,1325000,36,Branch
500227,125586,Business,1257000,84,Website
500228,103559,Business,1223000,60,Branch
500229,110220,Home,563000,36,Branch
500230,135341,Auto,634000,24,Website
500231,108423,Business,2859000,60,Website
500232,111371,Personal,151000,36,Mobile App
500233,119522,Personal,461000,84,Mobile App
500234,135359,Business,1607000,12,Branch
500235,131956,Auto,276000,120,Branch
500236,114045,Personal,191000,24,Partner
500237,102207,Home,2823000,36,Website
500238,114242,Personal,238000,36,Mobile App
500239,117842,Education,174000,84,Mobile App
500240,101206,Business,2171000,60,Mobile App
500241,136247,Personal,242000,84,Mobile App
500242,125041,Business,2372000,84,Branch
500243,114236,Business,2005000,12,Mobile App
500244,117977,Education,354000,12,Branch
500245,104346,Auto,746000,36,Partner
500246,117336,Auto,1656000,120,Mobile App
500247,118562,Personal,261000,120,Branch
500248,137945,Home,1568000,60,Mobile App
500249,110028,Auto,1304000,48,Branch
500250,102947,Business,847000,120,Website
500251,101352,Personal,376000,12,Website
500252,128626,Business,496000,12,Website
500253,122620,Personal,202000,84,Partner
500254,128348,Education,310000,36,Mobile App
500255,118824,Education,833000,48,Mobile App
500256,128534,Home,2047000,48,Branch
500257,111014,Home,4760000,12,Website
500258,139879,Home,3199000,12,Website
500259,116368,Home,4202000,36,Website
500260,129179,Personal,544000,36,Mobile App
500261,104351,Personal,482000,12,Mobile App
500262,127812,Personal,402000,60,Branch
500263,120009,Home,3953000,24,Partner
500264,137298,Personal,327000,48,Mobile App
500265,132623,Business,2286000,24,Website
500266,126104,Business,2631000,48,Website
500267,117701,Personal,216000,36,Mobile App
500268,118359,Personal,478000,84,Website
500269,102157,Education,440000,24,Website
500270,103025,Education,1418000,36,Website
500271,120508,Auto,399000,48,Branch
500272,129577,Personal,149000,24,Mobile App
500273,119452,Education,581000,48,Branch
500274,115122,Education,1059000,60,Partner
500275,107074,Personal,89000,60,Partner
500276,121397,Education,215000,60,Branch
500277,124804,Personal,401000,12,Partner
500278,125745,Education,1364000,36,Mobile App
500279,123283,Auto,207000,60,Branch
500280,139992,Home,4737000,36,Website
500281,138090,Home,3291000,36,Branch
500282,100529,Personal,312000,84,Partner
500283,119742,Home,3938000,120,Mobile App
500284,117409,Auto,381000,24,Website
500285,125153,Personal,434000,12,Branch
500286,114346,Education,254000,36,Branch
500287,105245,Auto,688000,60,Website
500288,123717,Personal,357000,36,Website
500289,137204,Auto,1120000,36,Mobile App
500290,124127,Auto,359000,24,Mobile App
500291,110907,Home,1307000,60,Website
500292,134206,Home,3199000,60,Mobile App
500293,105893,Home,1978000,36,Mobile App
500294,103299,Education,229000,24,Branch
500295,123736,Home,1174000,48,Partner
500296,104217,Business,1170000,120,Branch
500297,123760,Auto,1000000,120,Website
500298,100195,Personal,386000,12,Website
500299,128672,Home,3631000,24,Website
500300,109776,Education,1200000,24,Branch
500301,125602,Business,379000,12,Branch
500302,111686,Auto,1180000,120,Website
500303,101955,Personal,291000,120,Branch
500304,108559,Home,1204000,36,Website
500305,111021,Education,225000,12,Partner
500306,108394,Business,2707000,84,Mobile App
500307,112090,Auto,1708000,12,Website
500308,128732,Personal,176000,48,Website
500309,103551,Home,4355000,48,Branch
500310,131253,Personal,59000,120,Mobile App
500311,128529,Home,2095000,60,Partner
500312,120527,Personal,73000,24,Website
500313,125330,Auto,283000,36,Website
500314,132336,Business,2190000,36,Partner
500315,114550,Personal,558000,60,Branch
500316,137120,Personal,169000,36,Partner
500317,108354,Business,2481000,48,Branch
500318,108279,Education,151000,36,Website
500319,133510,Business,2113000,12,Partner
500320,107899,Business,989000,24,Mobile App
500321,114896,Business,2821000,48,Partner
500322,101469,Business,2619000,36,Branch
500323,118533,Home,4634000,60,Website
500324,107706,Home,1563000,120,Mobile App
500325,109442,Personal,194000,60,Mobile App
500326,115989,Personal,313000,12,Mobile App
500327,123152,Home,4929000,24,Branch
500328,120972,Business,1995000,84,Website
500329,110485,Home,4950000,48,Branch
500330,112676,Home,4971000,60,Website
500331,120333,Auto,1023000,120,Branch
500332,105822,Business,575000,60,Website
500333,107916,Personal,218000,48,Branch
500334,117768,Education,1151000,48,Website
500335,139927,Business,468000,24,Branch
500336,125397,Home,633000,12,Branch
500337,117106,Business,1822000,36,Branch
500338,114545,Home,1853000,60,Website
500339,137964,Personal,490000,84,Website
500340,101997,Personal,373000,48,Website
500341,128029,Auto,539000,48,Mobile App
500342,127804,Auto,1397000,12,Partner
500343,134382,Auto,220000,36,Website
500344,108766,Auto,258000,24,Mobile App
500345,101853,Personal,430000,60,Mobile App
500346,137162,Personal,241000,48,Website
500347,136164,Personal,265000,24,Branch
500348,105347,Business,1399000,60,Website
500349,130600,Personal,111000,48,Mobile App
500350,101066,Business,1202000,36,Branch
500351,107017,Personal,77000,12,Branch
500352,110508,Personal,469000,12,Mobile App
500353,120071,Business,252000,48,Website
500354,133436,Personal,324000,84,Branch
500355,114205,Personal,476000,24,Mobile App
500356,124022,Personal,417000,12,Website
500357,129214,Education,798000,120,Mobile App
500358,117304,Auto,1778000,24,Website
500359,105857,Business,2773000,24,Mobile App
500360,100441,Auto,908000,12,Partner
500361,100038,Auto,692000,24,Website
500362,100751,Auto,1106000,48,Mobile App
500363,116909,Home,2119000,60,Website
500364,139200,Auto,1736000,84,Partner
500365,128309,Business,1088000,120,Partner
500366,107732,Personal,270000,24,Branch
500367,111857,Auto,1162000,12,Branch
500368,112126,Personal,263000,36,Branch
500369,130257,Business,2337000,120,Branch
500370,118124,Personal,251000,12,Partner
500371,102360,Personal,442000,48,Partner
500372,101070,Personal,132000,12,Website
500373,106272,Home,2385000,48,Branch
500374,115788,Business,446000,12,Mobile App
500375,138987,Home,3200000,60,Mobile App
500376,116432,Personal,373000,60,Branch
500377,112992,Personal,451000,120,Website
500378,108442,Auto,1425000,60,Mobile App
500379,118176,Personal,576000,60,Partner
500380,122975,Education,477000,24,Mobile App
500381,136484,Home,3309000,12,Website
500382,102615,Business,866000,12,Mobile App
500383,124055,Business,1647000,84,Website
500384,104696,Personal,65000,12,Mobile App
500385,125905,Auto,1037000,120,Mobile App
500386,110716,Home,3870000,84,Mobile App
500387,111666,Home,4996000,120,Mobile App
500388,128260,Auto,916000,36,Partner
500389,105876,Home,2435000,24,Mobile App
500390,100695,Education,982000,12,Partner
500391,104403,Auto,398000,24,Website
500392,117704,Personal,246000,48,Mobile App
500393,130785,Home,4628000,36,Partner
500394,139845,Home,2049000,36,Partner
500395,137514,Business,1856000,12,Partner
500396,121661,Business,2445000,24,Website
500397,125111,Auto,362000,84,Branch
500398,108975,Personal,190000,36,Partner
500399,102495,Auto,1558000,36,Branch
500400,106449,Education,581000,36,Mobile App
500401,118430,Personal,284000,12,Mobile App
500402,100447,Business,2835000,36,Website
500403,129666,Auto,1512000,24,Branch
500404,129540,Personal,51000,36,Mobile App
500405,109648,Personal,228000,48,Website
500406,130898,Education,1132000,36,Website
500407,118394,Education,971000,120,Branch
500408,119408,Personal,135000,12,Mobile App
500409,105213,Personal,134000,48,Branch
500410,127114,Personal,501000,24,Mobile App
500411,102802,Home,1383000,12,Website
500412,136789,Education,1045000,120,Mobile App
500413,104671,Business,308000,36,Mobile App
500414,122916,Auto,814000,84,Branch
500415,108157,Personal,364000,60,Website
500416,119273,Personal,537000,60,Website
500417,113066,Education,337000,12,Mobile App
500418,105342,Auto,1386000,60,Branch
500419,132036,Home,4798000,84,Branch
500420,103573,Home,1053000,24,Mobile App
500421,114963,Personal,360000,12,Branch
500422,106634,Education,1055000,84,Website
500423,106490,Home,4219000,120,Mobile App
500424,112355,Business,1793000,60,Website
500425,107285,Home,1145000,120,Partner
500426,100434,Personal,446000,84,Partner
500427,113369,Personal,410000,36,Branch
500428,139370,Auto,1273000,48,Partner
500429,130691,Education,1374000,120,Partner
500430,139243,Auto,1277000,60,Partner
500431,139008,Personal,279000,12,Partner
500432,135914,Education,1473000,84,Mobile App
500433,136928,Business,1380000,120,Branch
500434,128024,Personal,375000,48,Branch
500435,128993,Personal,577000,120,Website
500436,131541,Auto,1515000,120,Website
500437,104805,Auto,562000,24,Branch
500438,103542,Personal,159000,36,Website
500439,133308,Home,3585000,12,Website
500440,101224,Education,646000,24,Mobile App
500441,106641,Business,947000,120,Mobile App
500442,132215,Personal,507000,48,Mobile App
500443,111143,Business,1886000,36,Partner
500444,106694,Auto,761000,24,Website
500445,123285,Education,1442000,60,Mobile App
500446,133762,Home,3170000,48,Website
500447,126589,Home,2904000,24,Mobile App
500448,125148,Home,388000,60,Mobile App
500449,131796,Auto,893000,84,Branch
500450,128478,Personal,78000,48,Mobile App
500451,105435,Education,706000,48,Branch
500452,128712,Auto,334000,84,Website
500453,120076,Auto,1731000,84,Website
500454,117385,Home,3263000,60,Branch
500455,104222,Business,2802000,48,Partner
500456,124160,Home,3611000,120,Website
500457,133963,Home,989000,36,Mobile App
500458,108727,Auto,1250000,120,Website
500459,114099,Personal,485000,60,Mobile App
500460,136699,Home,1884000,24,Website
500461,104566,Personal,155000,12,Branch
500462,118946,Personal,374000,120,Branch
500463,116135,Business,2097000,36,Branch
500464,134437,Personal,277000,84,Branch
500465,129320,Home,1861000,36,Website
500466,114841,Home,4982000,24,Mobile App
500467,108889,Business,2485000,12,Branch
500468,127416,Education,355000,12,Partner
500469,103665,Auto,272000,12,Branch
500470,122658,Personal,333000,36,Mobile App
500471,119390,Home,934000,48,Partner
500472,116026,Personal,333000,120,Partner
500473,114960,Auto,754000,60,Branch
500474,106739,Home,1130000,36,Website
500475,107966,Personal,345000,36,Website
500476,127987,Business,2158000,120,Website
500477,126403,Auto,330000,12,Branch
500478,126664,Business,1157000,12,Mobile App
500479,106694,Business,1005000,84,Mobile App
500480,103815,Education,1013000,36,Mobile App
500481,121282,Home,493000,120,Mobile App
500482,105485,Education,113000,12,Branch
500483,114535,Home,1012000,24,Mobile App
500484,104989,Personal,549000,48,Partner
500485,123483,Auto,1589000,12,Mobile App
500486,127794,Personal,195000,12,Mobile App
500487,133710,Auto,1198000,36,Branch
500488,125319,Personal,302000,24,Partner
500489,118157,Education,888000,48,Mobile App
500490,101871,Auto,715000,48,Website
500491,123360,Education,191000,60,Mobile App
500492,129904,Personal,577000,48,Branch
500493,104161,Personal,415000,48,Branch
500494,106282,Auto,223000,48,Branch
500495,131535,Business,805000,12,Mobile App
500496,106862,Personal,283000,24,Mobile App
500497,132079,Home,4173000,120,Website
500498,102474,Home,4370000,60,Website
500499,109957,Personal,569000,12,Mobile App
500500,114343,Business,2207000,60,Partner
500501,112127,Auto,1326000,84,Website
500502,116839,Auto,1558000,48,Website
500503,116978,Education,668000,24,Partner
500504,107417,Home,1868000,36,Partner
500505,115483,Personal,588000,84,Website
500506,114797,Business,1882000,120,Partner
500507,107885,Home,855000,48,Partner
500508,138178,Education,1432000,36,Partner
500509,120058,Auto,896000,120,Website
500510,119827,Education,554000,12,Mobile App
500511,114870,Business,908000,120,Website
500512,114835,Auto,741000,60,Website
500513,107982,Personal,271000,12,Branch
500514,100369,Education,796000,12,Mobile App
500515,111677,Home,4450000,84,Branch
500516,124489,Personal,512000,84,Branch
500517,131846,Home,755000,84,Website
500518,104842,Home,3618000,48,Mobile App
500519,139351,Home,2775000,120,Branch
500520,112854,Auto,400000,24,Mobile App
500521,108098,Personal,112000,120,Branch
500522,108916,Auto,1142000,84,Branch
500523,128183,Personal,360000,48,Branch
500524,107540,Personal,385000,84,Mobile App
500525,111154,Home,2362000,12,Mobile App
500526,134217,Auto,1131000,24,Website
500527,139715,Home,2019000,120,Website
500528,135529,Personal,395000,84,Branch
500529,136615,Personal,344000,12,Website
500530,117744,Auto,676000,36,Website
500531,100746,Personal,53000,60,Website
500532,115129,Home,644000,12,Branch
500533,122799,Personal,570000,120,Mobile App
500534,120933,Personal,570000,12,Mobile App
500535,108792,Home,1553000,120,Branch
500536,126049,Auto,1008000,48,Branch
500537,127358,Personal,292000,24,Branch
500538,122237,Home,2100000,84,Partner
500539,110913,Personal,372000,84,Branch
500540,131424,Personal,535000,36,Website
500541,125489,Home,2032000,60,Partner
500542,128520,Auto,1323000,24,Mobile App
500543,111144,Home,707000,120,Partner
500544,108209,Business,623000,84,Branch
500545,111661,Education,210000,120,Mobile App
500546,120760,Business,2915000,12,Website
500547,129358,Business,1733000,84,Mobile App
500548,122889,Business,1141000,12,Mobile App
500549,116720,Personal,592000,24,Website
500550,135501,Personal,299000,24,Website
500551,106058,Education,546000,60,Website
500552,127559,Personal,284000,120,Mobile App
500553,114322,Education,567000,120,Mobile App
500554,132138,Personal,171000,48,Branch
500555,125218,Personal,416000,60,Branch
500556,135563,Personal,96000,60,Mobile App
500557,133309,Personal,85000,60,Mobile App
500558,103797,Home,2877000,48,Partner
500559,108781,Home,1862000,120,Mobile App
500560,104768,Business,1318000,120,Website
500561,136713,Home,1599000,60,Branch
500562,112217,Personal,51000,60,Mobile App
500563,131069,Business,1782000,12,Branch
500564,133780,Education,485000,12,Branch
500565,105337,Business,1092000,48,Mobile App
500566,100502,Home,4752000,24,Branch
500567,131691,Auto,657000,36,Mobile App
500568,132953,Personal,259000,36,Website
500569,107433,Auto,1467000,120,Partner
500570,133179,Education,1390000,60,Branch
500571,108742,Business,2599000,60,Mobile App
500572,135369,Home,2983000,36,Branch
500573,100868,Business,612000,36,Branch
500574,119158,Auto,597000,60,Partner
500575,133599,Home,3015000,84,Website
500576,109784,Home,4656000,60,Website
500577,117055,Business,2142000,120,Website
500578,120802,Business,1974000,24,Partner
500579,120909,Personal,312000,12,Website
500580,123696,Auto,404000,12,Mobile App
500581,121823,Home,3173000,48,Partner
500582,134548,Education,1329000,12,Mobile App
500583,112121,Business,2528000,12,Branch
500584,122821,Personal,428000,84,Mobile App
500585,108859,Business,1363000,24,Mobile App
500586,110268,Education,476000,60,Branch
500587,101715,Education,748000,48,Website
500588,123752,Personal,486000,12,Mobile App
500589,132557,Personal,58000,48,Mobile App
500590,109399,Personal,354000,120,Website
500591,122675,Home,4851000,60,Branch
500592,137995,Auto,1208000,120,Partner
500593,117518,Home,1511000,24,Mobile App
500594,101389,Home,2871000,120,Mobile App
500595,128641,Personal,82000,84,Partner
500596,134187,Home,4917000,36,Partner
500597,103001,Business,378000,84,Website
500598,123054,Education,1479000,12,Website
500599,109249,Personal,268000,24,Website
500600,119455,Home,4713000,12,Website
500601,103831,Personal,448000,84,Branch
500602,103249,Personal,535000,120,Branch
500603,124886,Auto,950000,120,Website
500604,120809,Education,703000,24,Partner
500605,102033,Business,1619000,24,Branch
500606,112925,Home,961000,48,Branch
500607,121396,Home,4380000,120,Mobile App
500608,104763,Personal,426000,84,Branch
500609,107514,Personal,86000,120,Website
500610,101728,Home,1998000,60,Mobile App
500611,119664,Home,4694000,84,Branch
500612,117957,Home,2489000,60,Website
500613,108791,Auto,694000,48,Branch
500614,139387,Home,4321000,60,Mobile App
500615,136354,Personal,352000,12,Mobile App
500616,108682,Business,1837000,60,Mobile App
500617,138650,Home,4561000,48,Mobile App
500618,104293,Personal,458000,36,Website
500619,123706,Business,1145000,120,Mobile App
500620,124972,Education,458000,12,Mobile App
500621,117261,Personal,131000,60,Mobile App
500622,112734,Personal,284000,48,Branch
500623,109585,Business,717000,12,Branch
500624,101408,Education,1107000,48,Branch
500625,107858,Auto,443000,120,Partner
500626,131156,Business,1871000,120,Branch
500627,134360,Personal,429000,120,Website
500628,132960,Personal,304000,36,Mobile App
500629,114901,Education,975000,24,Branch
500630,134384,Personal,412000,84,Website
500631,108961,Home,3582000,36,Branch
500632,122616,Education,170000,12,Partner
500633,105860,Education,650000,60,Branch
500634,118228,Home,767000,36,Mobile App
500635,128941,Business,1092000,36,Branch
500636,129085,Personal,98000,120,Website
500637,116637,Home,4154000,24,Website
500638,131606,Auto,1447000,60,Mobile App
500639,123700,Personal,590000,60,Website
500640,126303,Personal,106000,48,Website
500641,121176,Business,372000,24,Mobile App
500642,118743,Home,385000,24,Partner
500643,126110,Personal,519000,36,Branch
500644,114274,Business,892000,12,Branch
500645,125287,Business,1686000,24,Mobile App
500646,130758,Personal,434000,24,Website
500647,115663,Education,571000,60,Branch
500648,105993,Education,371000,12,Branch
500649,106849,Personal,207000,48,Website
500650,118876,Personal,424000,36,Branch
500651,129521,Home,1463000,120,Partner
500652,117496,Personal,334000,24,Mobile App
500653,131707,Personal,296000,60,Mobile App
500654,124985,Personal,566000,24,Mobile App
500655,117970,Education,184000,60,Website
500656,100142,Business,759000,84,Partner
500657,119348,Personal,379000,48,Partner
500658,120785,Personal,60000,36,Branch
500659,125015,Personal,91000,120,Website
500660,119312,Personal,88000,48,Mobile App
500661,117971,Personal,503000,12,Mobile App
500662,103559,Business,538000,48,Website
500663,101455,Business,674000,24,Mobile App
500664,131678,Personal,323000,84,Mobile App
500665,103401,Education,1012000,24,Mobile App
500666,128202,Personal,509000,48,Website
500667,109323,Personal,170000,24,Mobile App
500668,116250,Business,1091000,120,Partner
500669,121982,Business,312000,60,Branch
500670,139029,Home,1248000,84,Branch
500671,114507,Business,1057000,120,Partner
500672,106476,Home,1019000,36,Website
500673,102016,Personal,450000,24,Branch
500674,136031,Personal,439000,60,Partner
500675,106037,Personal,504000,24,Website
500676,111975,Personal,128000,12,Website
500677,100327,Business,2306000,84,Partner
500678,120634,Auto,1538000,36,Branch
500679,115587,Personal,278000,48,Branch
500680,120795,Personal,514000,48,Branch
500681,129600,Auto,1148000,60,Branch
500682,126161,Business,1887000,24,Website
500683,113316,Personal,575000,60,Website
500684,127368,Auto,1435000,12,Branch
500685,106757,Home,3413000,48,Website
500686,105010,Business,2534000,24,Website
500687,108627,Personal,164000,24,Partner
500688,133652,Auto,788000,60,Branch
500689,116850,Home,3836000,48,Mobile App
500690,126315,Home,3649000,12,Branch
500691,114108,Personal,265000,48,Mobile App
500692,132040,Personal,158000,84,Mobile App
500693,135393,Home,2254000,36,Partner
500694,100419,Personal,565000,12,Branch
500695,124088,Home,1098000,48,Branch
500696,109255,Personal,203000,60,Branch
500697,112872,Business,2525000,60,Branch
500698,134507,Business,2663000,48,Mobile App
500699,124211,Business,870000,12,Branch
500700,118786,Business,484000,120,Partner
500701,124592,Auto,1395000,48,Branch
500702,131007,Personal,78000,120,Website
500703,107540,Home,1812000,36,Branch
500704,124713,Business,1465000,84,Partner
500705,105090,Education,670000,36,Website
500706,119593,Business,1457000,120,Branch
500707,118979,Home,812000,24,Website
500708,119128,Personal,455000,48,Website
500709,114108,Home,4458000,120,Website
500710,115913,Business,1174000,120,Branch
500711,133766,Education,1421000,84,Branch
500712,108604,Auto,1281000,120,Mobile App
500713,138971,Auto,324000,84,Branch
500714,109941,Personal,452000,60,Branch
500715,132533,Education,1384000,60,Website
500716,120312,Auto,1041000,24,Branch
500717,106241,Education,910000,60,Mobile App
500718,125969,Home,2954000,48,Mobile App
500719,139161,Education,236000,120,Mobile App
500720,137089,Personal,515000,84,Branch
500721,109315,Auto,1156000,12,Website
500722,129869,Personal,490000,12,Website
500723,115800,Personal,356000,84,Branch
500724,126059,Home,865000,24,Branch
500725,119495,Personal,497000,120,Branch
500726,128798,Business,1079000,48,Mobile App
500727,134154,Personal,55000,36,Mobile App
500728,119623,Education,804000,12,Mobile App
500729,106938,Home,514000,36,Website
